ax,ay,az,qw,qx,qy,qz,droll,dpitch,dyaw,heart,Scenario_Label,Fall
-0.014,-0.003,-0.019,0.1946,-0.4069,0.0388,0.8916,0.5,-0.2,-0.1,0,fall1,1
-0.007,0.012,0.01,0.1944,-0.4069,0.0389,0.8916,0.0,0.0,0.0,0,fall1,1
-0.008,0.004,-0.012,0.1943,-0.4069,0.0388,0.8916,-0.7,-0.5,0.3,0,fall1,1
-0.011,0.0,-0.016,0.1943,-0.4071,0.0387,0.8916,0.0,0.0,0.0,0,fall1,1
-0.013,0.006,-0.004,0.1942,-0.4071,0.0387,0.8916,0.0,0.0,0.0,0,fall1,1
-0.013,0.004,-0.004,0.1941,-0.4071,0.0385,0.8916,-0.9,-0.1,0.5,0,fall1,1
-0.005,-0.004,-0.002,0.1941,-0.4071,0.0383,0.8916,-1.6,-0.3,0.4,0,fall1,1
-0.005,-0.014,-0.003,0.194,-0.4073,0.0379,0.8916,-0.9,-0.7,0.2,0,fall1,1
-0.004,-0.01,-0.011,0.1939,-0.4075,0.0377,0.8915,0.3,-0.7,0.0,1023,fall1,1
-0.01,0.0,-0.005,0.1936,-0.4076,0.0377,0.8915,0.5,-0.6,-0.1,1023,fall1,1
-0.007,0.008,-0.012,0.1934,-0.4076,0.0377,0.8915,0.0,0.0,0.0,1023,fall1,1
-0.007,0.004,-0.013,0.1934,-0.4077,0.0377,0.8915,-0.5,-0.4,0.1,1023,fall1,1
-0.005,0.0,-0.011,0.1931,-0.4078,0.0375,0.8915,-0.5,-0.3,0.1,1023,fall1,1
-0.009,-0.003,-0.008,0.193,-0.4078,0.0374,0.8915,0.0,0.0,0.0,1023,fall1,1
-0.009,0.0,-0.005,0.193,-0.4079,0.0374,0.8915,-0.5,-0.4,0.2,1023,fall1,1
-0.01,-0.002,0.0,0.1929,-0.4079,0.0372,0.8915,-0.7,-0.5,0.2,1023,fall1,1
-0.008,-0.003,-0.009,0.1928,-0.4081,0.037,0.8915,-0.4,-0.6,0.0,1023,fall1,1
-0.01,-0.003,-0.015,0.1928,-0.4082,0.0369,0.8915,0.0,-0.6,0.2,1023,fall1,1
-0.011,0.001,-0.007,0.1926,-0.4082,0.0368,0.8915,0.0,0.0,0.0,1023,fall1,1
-0.012,0.001,-0.004,0.1926,-0.4082,0.0368,0.8915,-0.6,-0.4,0.4,1023,fall1,1
-0.01,-0.001,-0.004,0.1924,-0.4083,0.0365,0.8915,-0.9,-0.4,0.4,1023,fall1,1
-0.009,-0.003,-0.002,0.1922,-0.4084,0.0363,0.8915,-0.8,-0.4,0.4,1023,fall1,1
-0.006,-0.01,-0.009,0.1918,-0.4086,0.036,0.8915,-0.4,-0.6,0.0,0,fall1,1
-0.009,-0.002,-0.007,0.1916,-0.4087,0.0358,0.8915,0.1,-0.7,-0.1,0,fall1,1
-0.005,0.0,-0.009,0.1914,-0.4088,0.0357,0.8915,0.1,-0.6,0.0,0,fall1,1
-0.008,0.003,-0.004,0.1913,-0.4088,0.0357,0.8915,0.0,0.0,0.0,0,fall1,1
-0.007,0.0,-0.011,0.1914,-0.4088,0.0357,0.8915,0.0,0.0,0.0,0,fall1,1
-0.01,0.0,-0.011,0.1914,-0.4089,0.0356,0.8915,0.0,0.0,0.0,0,fall1,1
-0.011,0.0,-0.011,0.1914,-0.4089,0.0356,0.8915,0.0,0.0,0.0,0,fall1,1
-0.009,0.003,-0.004,0.1914,-0.4089,0.0356,0.8915,0.0,0.0,0.0,0,fall1,1
-0.004,0.0,-0.006,0.1914,-0.4089,0.0356,0.8915,0.0,0.0,0.0,0,fall1,1
-0.007,0.0,-0.006,0.1914,-0.4089,0.0356,0.8915,0.0,0.0,0.0,0,fall1,1
-0.007,-0.004,-0.007,0.1914,-0.4089,0.0356,0.8915,0.0,0.0,0.0,0,fall1,1
-0.004,-0.007,-0.007,0.1914,-0.4089,0.0355,0.8915,0.0,0.0,0.0,0,fall1,1
-0.006,-0.001,-0.007,0.1915,-0.409,0.0354,0.8915,0.0,0.0,0.0,0,fall1,1
-0.004,0.0,-0.002,0.1915,-0.409,0.0354,0.8914,0.0,0.0,0.0,0,fall1,1
-0.005,-0.001,0.0,0.1915,-0.409,0.0353,0.8914,0.0,0.0,0.0,0,fall1,1
-0.008,-0.003,-0.009,0.1915,-0.4089,0.0353,0.8915,0.2,0.7,-0.1,0,fall1,1
-0.009,-0.003,-0.009,0.1915,-0.4088,0.0353,0.8915,0.4,0.9,-0.3,0,fall1,1
-0.008,0.001,-0.007,0.1912,-0.4086,0.0353,0.8917,0.6,0.9,-0.4,0,fall1,1
-0.014,0.004,-0.005,0.1913,-0.4084,0.0354,0.8917,0.9,0.9,-0.2,0,fall1,1
-0.016,-0.002,-0.001,0.1912,-0.4082,0.0355,0.8918,0.4,0.5,-0.2,0,fall1,1
-0.015,0.002,-0.014,0.191,-0.4081,0.0355,0.8919,0.8,0.5,-0.1,0,fall1,1
-0.009,0.006,0.007,0.191,-0.408,0.0356,0.892,0.0,0.0,0.0,0,fall1,1
-0.008,-0.002,-0.014,0.1911,-0.4079,0.0356,0.892,0.0,0.0,0.0,0,fall1,1
-0.006,-0.002,-0.018,0.1909,-0.408,0.0355,0.892,1.1,0.6,-0.3,0,fall1,1
-0.006,-0.002,-0.001,0.1907,-0.4078,0.0357,0.8921,1.4,1.2,-0.3,0,fall1,1
0.002,-0.013,0.007,0.1904,-0.4075,0.0357,0.8923,1.5,1.9,-0.6,0,fall1,1
0.001,-0.023,0.002,0.1906,-0.407,0.0358,0.8925,2.7,2.5,-1.0,0,fall1,1
0.005,-0.023,-0.017,0.1906,-0.4066,0.0361,0.8927,4.4,3.1,-1.5,1023,fall1,1
-0.005,-0.013,-0.016,0.1907,-0.406,0.0368,0.8929,6.5,3.8,-2.2,1023,fall1,1
-0.012,0.015,-0.017,0.1906,-0.4052,0.0378,0.8933,6.3,4.0,-2.3,1023,fall1,1
-0.015,0.037,-0.016,0.1904,-0.4044,0.0388,0.8936,4.4,3.6,-1.8,1023,fall1,1
-0.011,0.029,-0.006,0.1902,-0.4037,0.0396,0.8939,2.6,2.7,-0.8,1023,fall1,1
-0.011,0.023,-0.006,0.1902,-0.4032,0.0401,0.8941,0.8,1.4,-0.6,1023,fall1,1
-0.012,0.015,-0.008,0.19,-0.403,0.0403,0.8943,0.0,0.0,0.0,1023,fall1,1
-0.01,0.007,-0.008,0.19,-0.403,0.0403,0.8943,-0.3,-0.7,-0.3,1023,fall1,1
-0.015,-0.003,-0.007,0.1897,-0.4032,0.0402,0.8943,-0.9,-1.3,-0.3,1023,fall1,1
-0.015,-0.01,-0.014,0.1896,-0.4034,0.0401,0.8942,-1.0,-1.8,-0.5,1023,fall1,1
-0.011,-0.012,-0.01,0.1895,-0.4037,0.0399,0.894,-0.5,-1.8,-0.5,1023,fall1,1
-0.012,-0.016,-0.008,0.1894,-0.404,0.0398,0.894,-0.5,-1.5,-0.5,1023,fall1,1
-0.011,-0.016,-0.011,0.1895,-0.4042,0.0396,0.8938,-0.3,-0.8,-0.6,1023,fall1,1
-0.005,-0.013,-0.01,0.1892,-0.4044,0.0394,0.8938,0.0,-0.3,-0.6,1023,fall1,1
-0.005,-0.012,-0.008,0.1891,-0.4044,0.0394,0.8939,0.4,0.0,-0.7,1023,fall1,1
-0.006,0.0,-0.006,0.1891,-0.4044,0.0394,0.8939,0.7,0.3,-0.7,0,fall1,1
-0.009,0.009,-0.01,0.1889,-0.4043,0.0396,0.8939,0.8,0.4,-0.4,0,fall1,1
-0.011,0.011,-0.01,0.1891,-0.4042,0.0398,0.894,0.0,0.0,0.0,0,fall1,1
-0.015,0.014,-0.004,0.1891,-0.4041,0.0399,0.894,0.0,0.0,0.0,0,fall1,1
-0.014,0.012,-0.011,0.189,-0.4041,0.04,0.894,0.0,0.0,0.0,0,fall1,1
-0.018,0.011,-0.013,0.1889,-0.4041,0.04,0.894,-0.8,-0.2,0.2,0,fall1,1
-0.015,0.006,-0.013,0.1889,-0.4041,0.0399,0.894,-0.9,-0.4,0.2,0,fall1,1
-0.014,0.005,-0.009,0.189,-0.4042,0.0399,0.894,-1.0,-0.7,0.3,0,fall1,1
-0.015,0.004,-0.006,0.1889,-0.4044,0.0397,0.8939,-1.2,-1.1,0.4,0,fall1,1
-0.015,0.0,-0.011,0.1889,-0.4046,0.0395,0.8938,-1.3,-1.2,0.2,0,fall1,1
-0.011,0.0,-0.01,0.189,-0.4048,0.0393,0.8937,-1.2,-1.6,0.4,0,fall1,1
-0.014,-0.001,-0.007,0.1889,-0.4051,0.0391,0.8936,-1.4,-1.6,0.5,0,fall1,1
-0.007,-0.001,-0.01,0.189,-0.4054,0.0389,0.8934,-1.4,-1.8,0.6,0,fall1,1
-0.012,-0.004,-0.007,0.1889,-0.4058,0.0386,0.8933,-1.4,-1.9,0.6,0,fall1,1
-0.006,-0.006,-0.006,0.1892,-0.4061,0.0384,0.8931,-1.4,-1.9,0.4,0,fall1,1
-0.007,-0.001,-0.003,0.189,-0.4064,0.0382,0.893,-1.4,-1.6,0.4,0,fall1,1
-0.006,-0.008,-0.003,0.1891,-0.4067,0.0379,0.8929,-1.6,-1.4,0.4,0,fall1,1
-0.009,-0.008,-0.005,0.1892,-0.407,0.0376,0.8928,-1.2,-1.1,0.5,0,fall1,1
-0.006,-0.007,-0.003,0.1892,-0.4071,0.0374,0.8927,-0.6,-1.0,0.2,0,fall1,1
-0.005,-0.008,-0.012,0.1892,-0.4073,0.0373,0.8926,0.3,-0.5,0.1,0,fall1,1
-0.008,0.005,0.0,0.1892,-0.4074,0.0373,0.8926,0.5,-0.3,0.2,0,fall1,1
-0.006,0.008,-0.005,0.1892,-0.4073,0.0374,0.8926,-0.3,-0.6,0.5,0,fall1,1
-0.008,0.008,-0.022,0.1891,-0.4075,0.0374,0.8925,0.3,-0.6,0.5,0,fall1,1
-0.01,0.013,-0.012,0.1891,-0.4077,0.0375,0.8925,0.0,-0.5,0.6,0,fall1,1
-0.012,0.008,-0.006,0.1892,-0.4077,0.0374,0.8924,-0.9,-0.5,0.6,0,fall1,1
-0.006,-0.002,-0.001,0.1892,-0.4078,0.0372,0.8924,-1.6,-0.8,0.5,0,fall1,1
-0.001,-0.01,-0.004,0.1889,-0.4081,0.0368,0.8923,-1.4,-1.2,0.2,0,fall1,1
-0.003,-0.008,-0.001,0.1889,-0.4084,0.0366,0.8922,-0.2,-1.3,0.0,0,fall1,1
-0.009,-0.004,-0.015,0.1888,-0.4086,0.0366,0.8921,0.3,-1.2,-0.1,1023,fall1,1
-0.012,0.003,-0.009,0.1889,-0.4088,0.0367,0.892,0.0,-1.0,0.0,1023,fall1,1
-0.008,0.006,-0.007,0.1889,-0.4089,0.0367,0.8919,-0.9,-0.7,0.2,1023,fall1,1
-0.008,-0.001,-0.011,0.189,-0.4091,0.0366,0.8919,-1.4,-0.5,0.4,1023,fall1,1
-0.003,-0.004,-0.002,0.1889,-0.4092,0.0363,0.8919,-1.1,-0.1,0.1,1023,fall1,1
-0.006,-0.01,-0.006,0.1889,-0.4092,0.0361,0.8918,-0.6,-0.1,0.1,1023,fall1,1
-0.009,-0.003,-0.001,0.189,-0.4092,0.036,0.8918,0.0,0.0,0.0,1023,fall1,1
-0.011,-0.002,-0.011,0.189,-0.4092,0.036,0.8918,-0.5,-0.2,0.1,1023,fall1,1
-0.008,0.0,-0.007,0.189,-0.4092,0.0359,0.8918,0.0,0.0,0.0,1023,fall1,1
-0.012,0.003,-0.007,0.189,-0.4093,0.0359,0.8918,0.0,-0.5,0.3,1023,fall1,1
-0.014,0.002,-0.004,0.1889,-0.4093,0.0358,0.8918,0.0,0.0,0.0,1023,fall1,1
-0.011,0.0,-0.008,0.1888,-0.4093,0.0358,0.8919,0.0,0.0,0.0,1023,fall1,1
-0.01,-0.001,-0.003,0.1888,-0.4093,0.0357,0.8918,0.0,0.0,0.0,1023,fall1,1
-0.007,-0.001,-0.004,0.1888,-0.4093,0.0356,0.8918,0.0,0.0,0.0,1023,fall1,1
-0.01,-0.002,-0.007,0.1888,-0.4093,0.0356,0.8918,-0.2,-0.6,0.0,1023,fall1,1
-0.01,0.0,-0.011,0.1887,-0.4094,0.0355,0.8918,-0.3,-0.7,0.0,1023,fall1,1
-0.008,0.0,-0.007,0.1889,-0.4095,0.0355,0.8917,-0.1,-0.7,0.2,0,fall1,1
-0.011,0.003,-0.005,0.1887,-0.4097,0.0354,0.8917,-0.2,-0.7,0.1,0,fall1,1
-0.008,0.002,-0.012,0.1886,-0.4098,0.0354,0.8917,0.0,0.0,0.0,0,fall1,1
-0.01,-0.003,-0.006,0.1887,-0.4098,0.0353,0.8916,0.0,0.0,0.0,0,fall1,1
-0.01,-0.001,-0.009,0.1886,-0.4099,0.0353,0.8916,-0.5,-0.3,0.1,0,fall1,1
-0.008,-0.003,-0.011,0.1886,-0.4099,0.0352,0.8916,-0.1,-0.5,0.1,0,fall1,1
-0.007,0.002,-0.009,0.1884,-0.41,0.0351,0.8916,-0.1,-0.5,0.2,0,fall1,1
-0.008,-0.002,-0.008,0.1884,-0.4101,0.0351,0.8916,-0.3,-0.5,0.2,0,fall1,1
-0.01,0.0,-0.011,0.1884,-0.4102,0.035,0.8915,-0.5,-0.5,0.3,0,fall1,1
-0.009,-0.001,-0.007,0.1886,-0.4103,0.0349,0.8915,-0.6,-0.5,0.1,0,fall1,1
-0.006,-0.002,-0.01,0.1885,-0.4104,0.0347,0.8915,-0.4,-0.5,0.2,0,fall1,1
-0.004,-0.003,-0.002,0.1885,-0.4105,0.0346,0.8914,-0.5,-0.4,0.1,0,fall1,1
-0.007,-0.003,-0.008,0.1883,-0.4106,0.0345,0.8914,0.0,0.0,0.0,0,fall1,1
-0.007,0.001,-0.012,0.1883,-0.4106,0.0345,0.8914,0.0,0.0,0.0,0,fall1,1
-0.006,0.001,-0.01,0.1883,-0.4106,0.0345,0.8914,-0.5,0.0,0.0,0,fall1,1
-0.006,0.0,-0.007,0.1883,-0.4107,0.0345,0.8914,0.0,0.0,0.0,0,fall1,1
-0.008,0.002,-0.001,0.1883,-0.4107,0.0345,0.8914,-0.5,0.0,0.2,0,fall1,1
-0.011,-0.005,-0.011,0.1883,-0.4107,0.0344,0.8914,0.0,0.0,0.0,0,fall1,1
-0.012,-0.003,-0.017,0.1883,-0.4107,0.0343,0.8914,0.0,0.0,0.0,0,fall1,1
-0.002,0.006,0.008,0.1883,-0.4107,0.0343,0.8914,0.0,0.0,0.0,0,fall1,1
-0.009,0.0,-0.019,0.188,-0.4108,0.0341,0.8914,-0.4,-0.5,0.2,0,fall1,1
-0.011,0.002,-0.015,0.1879,-0.4109,0.0341,0.8914,0.0,0.0,0.0,0,fall1,1
-0.014,0.007,-0.006,0.1879,-0.4109,0.0341,0.8914,-0.5,-0.1,0.2,0,fall1,1
-0.009,0.002,0.0,0.1879,-0.4109,0.034,0.8914,-1.4,0.0,0.2,0,fall1,1
-0.006,-0.01,0.001,0.1876,-0.4109,0.0336,0.8914,-1.7,-0.4,0.5,0,fall1,1
-0.002,-0.016,0.005,0.1877,-0.4111,0.0332,0.8914,-1.0,-0.7,0.1,0,fall1,1
-0.008,-0.012,-0.004,0.1879,-0.4112,0.0331,0.8913,0.2,-0.7,0.0,0,fall1,1
-0.009,-0.001,-0.007,0.1878,-0.4112,0.0331,0.8913,0.7,-0.3,-0.3,0,fall1,1
-0.008,0.004,-0.012,0.1877,-0.4113,0.0332,0.8913,0.0,0.0,0.0,1023,fall1,1
-0.006,0.005,-0.005,0.1877,-0.4113,0.0332,0.8913,0.0,0.0,0.0,1023,fall1,1
-0.008,0.004,-0.006,0.1877,-0.4113,0.0333,0.8913,0.0,0.0,0.0,1023,fall1,1
-0.01,0.0,-0.01,0.1877,-0.4113,0.0333,0.8913,0.0,0.0,0.0,1023,fall1,1
-0.009,0.001,-0.007,0.1877,-0.4113,0.0333,0.8913,0.0,0.0,0.0,1023,fall1,1
-0.011,-0.002,-0.01,0.1876,-0.4113,0.0331,0.8913,-0.5,-0.1,0.2,1023,fall1,1
-0.009,-0.003,-0.005,0.1876,-0.4114,0.0331,0.8913,0.0,0.0,0.0,1023,fall1,1
-0.013,0.001,-0.011,0.1876,-0.4114,0.033,0.8913,0.0,0.0,0.0,1023,fall1,1
-0.011,0.0,-0.012,0.1876,-0.4114,0.033,0.8913,0.0,0.0,0.0,1023,fall1,1
-0.01,-0.002,-0.008,0.1875,-0.4114,0.0329,0.8912,-0.5,-0.4,0.2,1023,fall1,1
-0.005,-0.005,-0.005,0.1873,-0.4116,0.0327,0.8912,-0.8,-0.5,0.1,1023,fall1,1
-0.004,-0.009,-0.008,0.1873,-0.4116,0.0326,0.8912,0.0,0.0,0.0,1023,fall1,1
-0.007,-0.007,-0.01,0.1874,-0.4117,0.0325,0.8912,0.0,0.0,0.0,1023,fall1,1
-0.007,-0.001,-0.005,0.1874,-0.4117,0.0324,0.8912,0.0,0.0,0.0,1023,fall1,1
-0.005,-0.001,-0.007,0.1874,-0.4117,0.0324,0.8912,0.0,0.0,0.0,1023,fall1,1
-0.005,0.0,-0.004,0.1874,-0.4118,0.0324,0.8912,0.0,0.0,0.0,1023,fall1,1
-0.008,0.0,-0.011,0.1874,-0.4118,0.0324,0.8911,0.0,0.0,0.0,1023,fall1,1
-0.012,0.0,-0.008,0.1874,-0.4118,0.0324,0.8911,0.0,0.0,0.0,1023,fall1,1
-0.012,0.002,-0.013,0.1874,-0.4118,0.0323,0.8911,0.0,0.0,0.0,0,fall1,1
-0.011,0.0,-0.006,0.1874,-0.4118,0.0324,0.8911,0.0,0.0,0.0,0,fall1,1
-0.01,0.0,-0.011,0.1874,-0.4118,0.0323,0.8912,-0.1,-0.5,0.1,0,fall1,1
-0.005,0.0,-0.003,0.1873,-0.4118,0.0323,0.8911,-0.1,-0.6,0.1,0,fall1,1
-0.006,-0.001,-0.008,0.1875,-0.4119,0.0323,0.891,0.0,0.0,0.0,0,fall1,1
-0.003,-0.002,-0.013,0.1875,-0.412,0.0323,0.891,0.0,0.0,0.0,0,fall1,1
-0.007,-0.001,-0.007,0.1875,-0.412,0.0323,0.891,0.0,0.0,0.0,0,fall1,1
-0.006,0.001,-0.01,0.1875,-0.412,0.0323,0.891,0.0,0.0,0.0,0,fall1,1
-0.007,-0.001,-0.007,0.1876,-0.412,0.0323,0.891,0.0,0.0,0.0,0,fall1,1
-0.007,-0.004,-0.008,0.1875,-0.412,0.0322,0.891,0.0,0.0,0.0,0,fall1,1
-0.007,-0.003,-0.014,0.1875,-0.4121,0.0322,0.891,0.0,0.0,0.0,0,fall1,1
-0.008,-0.001,-0.009,0.1876,-0.4121,0.0321,0.891,0.0,0.0,0.0,1023,fall1,1
-0.009,-0.004,-0.006,0.1876,-0.4121,0.0321,0.891,0.0,0.0,0.0,1023,fall1,1
-0.011,-0.001,-0.007,0.1876,-0.4121,0.032,0.891,0.0,0.0,0.0,1023,fall1,1
-0.009,-0.001,-0.006,0.1876,-0.4121,0.032,0.891,0.0,0.0,0.0,1023,fall1,1
-0.012,-0.005,-0.016,0.1876,-0.4121,0.032,0.891,0.0,0.0,0.0,1023,fall1,1
-0.007,0.01,0.003,0.1877,-0.4121,0.032,0.891,0.0,0.0,0.0,1023,fall1,1
-0.005,0.004,-0.012,0.1877,-0.412,0.0321,0.891,0.0,0.0,0.0,0,fall1,1
-0.011,0.0,-0.024,0.1877,-0.4121,0.0321,0.8909,0.0,0.0,0.0,0,fall1,1
-0.009,0.005,-0.004,0.1877,-0.4121,0.0321,0.8909,0.0,0.0,0.0,0,fall1,1
-0.016,0.002,-0.005,0.1876,-0.4121,0.0321,0.891,0.0,0.0,0.0,0,fall1,1
-0.006,-0.001,-0.002,0.1876,-0.4121,0.0319,0.891,-1.0,-0.1,0.1,0,fall1,1
-0.004,-0.009,-0.003,0.1875,-0.4122,0.0316,0.891,-1.1,-0.4,0.2,0,fall1,1
-0.005,-0.012,-0.011,0.1874,-0.4123,0.0314,0.8909,0.2,-0.5,0.0,0,fall1,1
-0.008,-0.006,-0.01,0.1874,-0.4124,0.0314,0.8909,1.0,-0.4,-0.1,0,fall1,1
-0.008,0.003,-0.013,0.1874,-0.4125,0.0315,0.8909,0.7,-0.1,0.0,0,fall1,1
-0.005,0.005,-0.007,0.1874,-0.4125,0.0316,0.8908,0.0,0.0,0.0,0,fall1,1
-0.006,0.0,-0.011,0.1874,-0.4125,0.0316,0.8908,0.0,0.0,0.0,0,fall1,1
-0.005,0.0,-0.011,0.1874,-0.4125,0.0316,0.8908,0.0,0.0,0.0,0,fall1,1
-0.007,-0.003,-0.011,0.1874,-0.4125,0.0316,0.8908,0.0,0.0,0.0,0,fall1,1
-0.008,0.0,-0.004,0.1874,-0.4125,0.0316,0.8908,0.0,0.0,0.0,0,fall1,1
-0.009,-0.002,-0.007,0.1874,-0.4126,0.0315,0.8908,0.0,0.0,0.0,0,fall1,1
-0.014,0.001,-0.009,0.1874,-0.4126,0.0315,0.8908,0.0,0.0,0.0,0,fall1,1
-0.014,0.004,-0.008,0.1874,-0.4126,0.0315,0.8908,0.0,0.0,0.0,0,fall1,1
-0.011,0.005,-0.008,0.1874,-0.4126,0.0315,0.8908,0.0,0.0,0.0,0,fall1,1
-0.007,0.0,-0.007,0.1875,-0.4126,0.0315,0.8908,-0.5,-0.1,0.2,1023,fall1,1
-0.005,-0.008,-0.002,0.1875,-0.4126,0.0313,0.8908,0.0,0.0,0.0,1023,fall1,1
-0.008,-0.009,-0.002,0.1874,-0.4126,0.0312,0.8908,0.0,0.0,0.0,1023,fall1,1
-0.009,-0.005,-0.007,0.1875,-0.4126,0.0311,0.8908,0.0,0.0,0.0,1023,fall1,1
-0.005,-0.001,-0.007,0.1874,-0.4126,0.0311,0.8908,0.5,-0.2,-0.3,1023,fall1,1
-0.006,0.001,-0.011,0.1874,-0.4127,0.0311,0.8908,0.0,0.0,0.0,0,fall1,1
-0.009,0.002,-0.009,0.1874,-0.4127,0.0311,0.8908,0.0,0.0,0.0,0,fall1,1
-0.013,0.002,-0.008,0.1874,-0.4127,0.0311,0.8908,0.0,0.0,0.0,0,fall1,1
-0.012,0.004,-0.013,0.1874,-0.4127,0.0311,0.8908,0.0,0.0,0.0,0,fall1,1
-0.009,0.005,-0.009,0.1873,-0.4127,0.0311,0.8908,0.0,0.0,0.0,0,fall1,1
-0.012,0.002,-0.009,0.1873,-0.4127,0.0312,0.8908,0.0,0.0,0.0,0,fall1,1
-0.012,0.003,-0.011,0.1873,-0.4127,0.0312,0.8908,0.0,0.0,0.0,0,fall1,1
-0.011,0.0,-0.006,0.1872,-0.4127,0.0311,0.8908,0.0,0.0,0.0,0,fall1,1
-0.009,-0.001,-0.005,0.1872,-0.4127,0.0311,0.8908,0.0,0.0,0.0,0,fall1,1
-0.006,-0.005,-0.002,0.1872,-0.4127,0.0311,0.8908,0.0,0.0,0.0,0,fall1,1
-0.011,-0.005,-0.002,0.1873,-0.4127,0.031,0.8908,0.0,0.0,0.0,0,fall1,1
-0.015,-0.012,-0.007,0.1873,-0.4127,0.0309,0.8908,0.0,0.0,0.0,0,fall1,1
-0.018,-0.017,0.0,0.1874,-0.4126,0.0308,0.8908,0.0,0.0,0.0,0,fall1,1
-0.019,-0.011,0.009,0.1875,-0.4125,0.0306,0.8909,0.0,0.0,0.0,0,fall1,1
-0.018,-0.012,0.016,0.1876,-0.4123,0.0306,0.8909,1.4,-0.8,0.3,0,fall1,1
-0.079,-0.038,0.095,0.188,-0.4119,0.0307,0.891,4.4,-3.6,0.4,0,fall1,1
-0.084,-0.058,0.147,0.1884,-0.4123,0.0318,0.8907,8.5,-9.5,-0.5,0,fall1,1
-0.093,0.016,0.096,0.1888,-0.414,0.0338,0.8897,10.1,-20.3,-2.2,0,fall1,1
-0.071,0.034,0.019,0.1892,-0.4168,0.0363,0.8882,6.3,-26.9,-3.4,0,fall1,1
-0.079,0.066,0.023,0.1884,-0.4208,0.0385,0.8864,4.3,-32.4,-3.9,0,fall1,1
-0.075,0.105,0.024,0.188,-0.4257,0.0401,0.8841,-2.0,-31.6,-1.1,0,fall1,1
-0.087,0.072,-0.001,0.1875,-0.4303,0.0409,0.882,-6.9,-33.4,0.9,0,fall1,1
-0.139,0.043,-0.012,0.1866,-0.4351,0.0405,0.8798,-11.7,-33.3,3.5,0,fall1,1
-0.04,-0.018,-0.074,0.1861,-0.4404,0.0392,0.8773,-17.3,-32.6,3.5,0,fall1,1
0.047,-0.036,-0.076,0.1852,-0.4462,0.037,0.8747,-19.5,-27.4,2.9,1023,fall1,1
0.081,-0.124,-0.043,0.1844,-0.4511,0.0345,0.8724,-18.0,-23.0,0.7,1023,fall1,1
0.055,-0.137,0.004,0.1835,-0.4547,0.0335,0.8708,-4.4,-20.3,-2.2,1023,fall1,1
0.025,-0.103,0.038,0.1838,-0.4577,0.0337,0.8692,5.2,-16.8,-2.9,1023,fall1,1
-0.044,-0.099,0.053,0.185,-0.4595,0.035,0.8679,10.7,-14.3,-1.0,1023,fall1,1
-0.1,-0.065,0.107,0.1864,-0.4612,0.0377,0.8666,16.9,-14.7,2.8,1023,fall1,1
-0.139,-0.048,0.078,0.1886,-0.463,0.0407,0.865,20.4,-17.4,5.8,1023,fall1,1
-0.139,-0.036,0.022,0.1918,-0.4647,0.044,0.8632,23.0,-19.9,6.3,1023,fall1,1
-0.144,-0.055,-0.025,0.1948,-0.4664,0.0474,0.8614,27.7,-21.7,3.0,1023,fall1,1
-0.135,-0.041,-0.003,0.1978,-0.4684,0.0521,0.8594,32.7,-25.7,-1.4,1023,fall1,1
-0.142,0.024,0.0,0.2004,-0.4706,0.0583,0.8572,35.9,-30.8,-5.2,1023,fall1,1
-0.141,0.062,-0.02,0.2019,-0.4735,0.0657,0.8547,33.6,-35.7,-9.2,1023,fall1,1
-0.14,0.065,-0.067,0.2021,-0.4774,0.0731,0.8519,29.0,-38.9,-12.4,1023,fall1,1
-0.177,0.023,-0.023,0.202,-0.4818,0.0803,0.8488,32.1,-42.9,-14.2,1023,fall1,1
-0.233,0.025,0.064,0.2024,-0.4863,0.0884,0.8453,40.1,-51.6,-13.7,1023,fall1,1
-0.347,0.028,0.122,0.2033,-0.4931,0.0981,0.8401,47.6,-65.9,-12.6,1023,fall1,1
-0.453,0.048,0.17,0.2045,-0.5021,0.1093,0.833,53.1,-84.6,-11.7,0,fall1,1
-0.556,0.017,0.177,0.2057,-0.5138,0.1214,0.8239,53.3,-106.1,-9.4,0,fall1,1
-0.647,-0.033,0.126,0.2069,-0.5285,0.1341,0.8123,56.1,-127.6,-6.5,0,fall1,1
-0.674,-0.014,0.065,0.2086,-0.5456,0.1481,0.7979,65.7,-148.3,-1.1,0,fall1,1
-0.725,-0.032,0.136,0.2116,-0.5649,0.1635,0.7805,78.0,-168.3,6.9,0,fall1,1
-0.848,-0.112,0.2,0.2163,-0.5862,0.1802,0.7595,89.7,-189.4,16.9,0,fall1,1
-0.919,-0.249,0.384,0.223,-0.6094,0.1989,0.7343,114.0,-215.1,25.1,0,fall1,1
-0.923,-0.187,0.409,0.2322,-0.634,0.2207,0.7037,135.4,-236.8,34.4,0,fall1,1
-0.676,-0.238,0.295,0.2419,-0.6597,0.2417,0.669,127.6,-254.6,51.3,0,fall1,1
-0.392,-0.35,0.212,0.2501,-0.6872,0.2581,0.6312,98.2,-283.2,74.1,0,fall1,1
-0.955,-0.178,-0.296,0.2568,-0.7147,0.27,0.5918,68.8,-251.4,74.8,0,fall1,1
-0.786,-0.975,-0.179,0.2603,-0.7398,0.2811,0.553,113.5,-253.6,55.1,0,fall1,1
-0.771,-0.838,0.257,0.2769,-0.7566,0.3032,0.5087,253.3,-244.4,46.0,0,fall1,1
